WKT;fid;full_id;osm_id;osm_type;landuse;name;plant_meth;plant_outp;plant_sour;power;type;addr_city;addr_count;addr_house;addr_postc;addr_stree;addr_subur;operator;wikidata;wikipedia;alt_name;old_name;generator_;generato_1;start_date;height;website;building;name_de;name_sl;generato_2;layer;addr_place;at_bev_add;plant_ou_1;addr_hou_1;int_name;is_in;ref;ele;generato_3;man_made;waterway;natural;water;commission;heritage;heritage_o;name_etymo;name_ety_1;ref_at_bda;wikimedia_;building_m;roof_mater;at_bev_a_1;fid_2;id;name_2;osm_id_2;node_type;voltage_11;voltage_22;voltage_38;distance
MULTILINESTRING ((589326.116635546 5308691.89916212,588574.713378451 5308573.24940902));254;w357240174;357240174;way;;Fernwärme Heizwerk ARED-Park Leobersdorf;combustion;;biomass;plant;;Enzesfeld-Lindabrunn;AT;12;2544;Aumühlweg;;H.P.S. Versorgungsgesmbh;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;345;175;UW Enzesfeld;;9064;y;n;n;760,7132303
MULTILINESTRING ((508226.268795481 5245381.51167874,506228.089105118 5246584.92159901));255;w364432981;364432981;way;;Wasserkraftwerk Gößbach I;;595 kW;;plant;;Leoben;AT;90a;8700;Kaltenbrunner Straße;;MM Ökoressourcen GmbH;;;;;;;01.05.2014;;http://www.zek.at/hydro/news/baron-mayr-melnhof-setzt-auf-energieunabhaengigkeit/;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;01.10.2019;90;494;UW Leoben-West;;4180;y;n;n;2332,577439
MULTILINESTRING ((525175.800186069 5342067.94306268,520028.225097946 5340571.51884891));256;w364822628;364822628;way;industrial;Heizwerk Melk;;1500 kW;biomass;plant;;;;;;;;;;;;;;;2006;;;;;;;;;;8000 kW;;;;;;;;;;;;;;;;;;;;;332;121;UW Bergern;;9050;y;n;n;5360,672972
MULTILINESTRING ((384088.581828967 5224604.18705127,395386.09018112 5216562.76841199));257;w365727917;365727917;way;;Wasserkraftwerk Zederhaus;;10 MW;hydro;plant;;;;;;;;Salzburg AG;;;;;;;;;https://www.salzburg-ag.at/erzeugung/unsere-kraftwerke/wasserkraftwerk-zederhaus-2603/;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;442;513;UW Lungau;;9162;y;n;n;13867,15936
MULTILINESTRING ((447545.260302362 5164318.29252654,447927.327793836 5161576.25107838));258;w367879578;367879578;way;industrial;;;;;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311;462;UW Klagenfurt;;9029;y;n;n;2768,531537
MULTILINESTRING ((371806.796274531 5193401.00485553,371399.931020572 5192365.41064096));259;w371322029;371322029;way;;Kolbnitz Trinkwasserkraftwerk;;30 kW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;;;;;;;2005;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;416;KW Reisseck;;4159;y;n;n;1112,652107
MULTILINESTRING ((601360.847896873 5256396.76924811,612192.20290222 5261184.63979299));260;w371499076;371499076;way;industrial;Biogasanlage;;;;plant;;;;;;;;Gaskraft Gremel GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;288;264;UW Oberpullendorf;;9006;y;n;n;11842,37964
MULTILINESTRING ((434701.730694899 5337825.06970776,433060.360497126 5335935.0506379));261;w371641346;371641346;way;;Biomasseheizkraftwerk Marchtrenk;;;;plant;;Marchtrenk;AT;6;4614;Tonstraße;;Linz AG;;;Naturwärme;;;;2012-11;;;yes;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;412;714;KW Marchtrenk;;9132;y;n;n;2503,251528
MULTILINESTRING ((362362.91897213 5199761.61604617,356137.348996453 5199565.06871781));262;w372324383;372324383;way;;Obervellach;;17.1 MW;hydro;plant;;Obervellach;AT;16;9821;;;ÖBB;;;;;;;1929;;;industrial;;;;;Räuflach;;;;;;;;;;;;;;;;;;;;;;01.10.2017;300;422;KW Ausserfragant;;9018;y;n;n;6228,671799
MULTILINESTRING ((363923.691436678 5200469.61313301,356137.348996453 5199565.06871781));263;w372949407;372949407;way;;Kleinkraftwerk Kaponig;;2.25 MW;hydro;plant;;;;;;;;ÖBB;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;422;KW Ausserfragant;;9018;y;n;n;7838,707112
MULTILINESTRING ((604265.351847072 5328193.60085947,605750.419596235 5331122.63064356));264;w373733545;373733545;way;industrial;EVN Biomasse-Heizwerk Leopoldsdorf;;;;plant;;Leopoldsdorf;;;2333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;178;UW Wien Suedost;;4230;y;y;y;3283,997822
MULTILINESTRING ((408765.12895373 5184921.55209074,406296.707899222 5184847.15926565));265;w373871900;373871900;way;;;;;biomass;plant;;Bad Kleinkirchheim;AT;24;9546;Brucknerweg;;Biowärme;;;;;;;;;;yes;;;;;;;yes;;;;;;;;;;;;;;;;;;;;07.04.2017;323;451;UW Kleinkirchheim;;9041;y;n;n;2469,541819
MULTILINESTRING ((529773.807901413 5263065.2956817,531109.402497308 5260414.20055656));266;w374521855;374521855;way;industrial;;photovoltaic;;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;233;253;UW Hadersdorf;;4007;y;n;n;2968,521229
MULTILINESTRING ((529839.177419705 5263010.84984397,531109.402497308 5260414.20055656));267;w374521856;374521856;way;industrial;;photovoltaic;;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;233;253;UW Hadersdorf;;4007;y;n;n;2890,684914
MULTILINESTRING ((549819.946081751 5274726.66384721,549899.581712033 5270767.94837866));268;w375831961;375831961;way;;;;yes;hydro;plant;;Mürzzuschlag;AT;1;8680;;;Strom Mürz;;;;;;;;;;yes;;;;;Kohleben;;;;;;;;;;;;;;;;;;;;;;02.10.2016;474;257;UW Muerzzuschlag;;9195;y;n;n;3959,516384
MULTILINESTRING ((370019.181916636 5186969.35342801,374907.934240774 5187936.93599905));269;w377135544;377135544;way;;Kraftwerk Niklai;run-of-the-river;1.6 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;;;;;;;1960;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;414;KW Malta-Unterstufe;;4160;y;n;n;4983,584585
MULTILINESTRING ((374129.051513395 5190976.72026133,372561.967319792 5192181.59103001));270;w377296164;377296164;way;;Kraftwerk Mühldorf;;860 kW;hydro;plant;;Mühldorf;AT;88;9814;;;Verbund Hydro Power GmbH;;;;;;;1925;;;yes;;;;;Mühldorf;;;;;;;;;;;;;;;;;;;;;;01.10.2017;299;406;UW Malta Hauptstufe;;9017;y;y;n;1976,731251
MULTILINESTRING ((444176.232110897 5159889.40777869,447927.327793836 5161576.25107838));271;w378164553;378164553;way;;;;;gas;plant;;;;;;;;;;;;;;;;;;service;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;311;462;UW Klagenfurt;;9029;y;n;n;4112,925861
MULTILINESTRING ((288367.543545261 5241624.22089437,277357.301268601 5235535.27288646));272;w378329840;378329840;way;;KW Grundalm;;yes;hydro;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;642;KW Funsingau;;4153;y;n;n;12581,76152
MULTILINESTRING ((461225.620578747 5256893.98632342,459662.320313319 5260262.50277961));273;w383672968;383672968;way;industrial;Bachfassung Kraftwerk Tiefenbach;run-of-the-river;10 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;464;650;UW Schwarzenbach;;9185;y;n;n;3713,598098
MULTILINESTRING ((346446.246782731 5169275.16163573,352384.666916754 5167981.70410227));274;w384284023;384284023;way;;Kraftwerk Valentinbach;;2.8 MW;hydro;plant;;;;;;;;Elektrizitätswerk Valentinbach GmbH;;;;;;;1983;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;308;431;UW Wuermlach;;9026;y;n;n;6077,653007
MULTILINESTRING ((345900.048748484 5173739.41793707,344722.046510854 5178504.28558407));275;w384975179;384975179;way;;;;yes;hydro;plant;;;;;;;;AAE Naturstrom;;;;;;;;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;307;429;UW Oberdrauburg;;9025;y;n;n;4908,324863
MULTILINESTRING ((457570.638327491 5240557.81422874,468978.991120693 5229036.04109691));276;w385764501;385764501;way;;;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;489;UW Poels;;4172;y;n;n;16214,24588
MULTILINESTRING ((473321.891388531 5343046.71893474,465766.189626507 5343162.47593214));277;w387007043;387007043;way;industrial;Blockheizkraftwerk Perg-Süd;combustion;920 kW;gas;plant;;;;;;;;Elektrizitätswerk Perg;;;;;combustion;gas;1999;;;;;;;;;;1200 kW;;;;;;;;;;;;;;;;;;;;;421;682;UW Mauthausen;;9141;y;n;n;7556,588437
MULTILINESTRING ((360671.502103928 5301904.48218087,359408.157563102 5305899.04833625));278;w387295592;387295592;way;industrial;Nahwärme Eugendorf;;yes;;plant;;Eugendorf;AT;2;5301;Stettnerstraße;;Biomasse-Heizwerk Eugendorf;;;;;;;;;https://www.nahwaerme.net/cms/index.php/de/12-projektbeschreibung-biomasse/64-eugendorf;industrial;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;439;758;UW Seekirchen;;9159;y;n;n;4189,582103
MULTILINESTRING ((523587.503745151 5236635.05374754,524007.076786565 5236374.95513136));279;w389412201;389412201;way;industrial;Kraftwerk Frohnleiten;run-of-the-river;10 MW;hydro;plant;;;;;;;;MeinAlpenStrom GmbH;;;;;;;;;https://www.meinalpenstrom.at/;yes;;;;1;;;;;;;;;;;;;;;;;;;;;;;;235;242;UW Frohnleiten;;4009;y;n;n;493,6525369
MULTILINESTRING ((452916.916058842 5157498.8670369,453672.779899306 5154791.01345286));280;w391374292;391374292;way;industrial;Solaranlage;;;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;327;507;UW Sankt Margareten;;9045;y;n;n;2811,369982
MULTILINESTRING ((573187.607067572 5304740.60118363,581973.950868023 5311740.25529587));281;w392330801;392330801;way;industrial;;combustion;yes;gas;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;392;156;UW Pottenstein;;9112;y;n;n;11233,65457
MULTILINESTRING ((359288.259454134 5306114.19966465,359408.157563102 5305899.04833625));282;w392831650;392831650;way;industrial;Heizwerk Seekirchen;;;biofuel;plant;;;;;;;;;;;;;;;;;https://www.nahwaerme.net/cms/index.php/de/das-unternehmen/referenzprojekte/biomasse-nahwaerme/12-projektbeschreibung-biomasse/197-seekirchen-am-wallersee;industrial;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;439;758;UW Seekirchen;;9159;y;n;n;246,3039802
MULTILINESTRING ((458428.921373434 5163062.94995543,455718.27955547 5168357.67276905));283;w400568868;400568868;way;;Heizhaus Grafenstein West;;;biomass;plant;;;;;;;;Regionalwärme Gruppe;;;;;;;;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;318;459;UW Lassendorf;;9036;y;n;n;5948,249216
MULTILINESTRING ((487217.63337809 5328632.14485381,490087.473340528 5328755.86055996));284;w400874763;400874763;way;industrial;Kraftwerk Pilsing;;80 kW;;plant;;;;;;;;;;;;;;;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;334;94;UW Amstetten;;9052;y;n;n;2872,50535
MULTILINESTRING ((549012.905323622 5227889.04080916,547798.323302691 5228348.31309902));285;w401842159;401842159;way;industrial;Fernwärmewerk;;;;plant;;Weiz;AT;26;8160;Elin-Süd-Straße;;FERNWÄRME WEIZ G.M.B.H.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01.10.2018;453;220;UW Weiz;;9174;y;n;n;1298,514737
MULTILINESTRING ((516524.136246505 5262737.67483354,515661.940039114 5263059.04432145));286;w402533816;402533816;way;;;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;151;246;UW Buechsengut;;4241;y;n;n;920,1416455
MULTILINESTRING ((518712.356960629 5258491.82365294,515661.940039114 5263059.04432145));287;w405804796;405804796;way;;Kraftwerk Einöd;;;;plant;;Kapfenberg;AT;120;8605;Mariazeller Straße;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;02.10.2016;151;246;UW Buechsengut;;4241;y;n;n;5492,226145
MULTILINESTRING ((277765.621432394 5251222.56573981,272026.85719494 5261539.56720325));288;w410742771;410742771;way;;;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;497;620;UW Kundl;;9219;y;n;n;11805,67381
MULTILINESTRING ((529859.997614502 5263553.99156293,531109.402497308 5260414.20055656));289;w414762597;414762597;way;industrial;;photovoltaic;;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;233;253;UW Hadersdorf;;4007;y;n;n;3379,245496
MULTILINESTRING ((610099.247170144 5336968.02383379,609753.439119677 5334706.88496607));290;w422048762;422048762;way;industrial;Kraftwerk Freudenau;run-of-the-river;172 MW;hydro;plant;;;;;;;;Austrian Hydro Power AG;Q1786101;de:Kraftwerk Freudenau;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;770;UW Kaiserebersdorf;;9265;y;n;n;2287,429165
MULTILINESTRING ((592031.254061124 5356552.35245325,589274.747576821 5360734.18991444));291;w422048763;422048763;way;;Kraftwerk Greifenstein;run-of-the-river;293 MW;hydro;plant;;;;;;;;Austrian Hydro Power AG;Q1715358;;;;;;;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;339;65;UW Stockerau;;9058;y;n;n;5008,601856
MULTILINESTRING ((522589.477736279 5341147.48483178,520028.225097946 5340571.51884891));292;w422054244;422054244;way;industrial;Kraftwerk Melk;run-of-the-river;187 MW;hydro;plant;;;;;;;;;Q1786155;de:Kraftwerk Melk;;;;;;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;332;121;UW Bergern;;9050;y;n;n;2625,214637
MULTILINESTRING ((477353.192964647 5334820.23262007,477308.846982841 5334571.61046661));293;w422054247;422054247;way;;Kraftwerk Wallsee-Mitterkirchen;run-of-the-river;210 MW;hydro;plant;;Mitterkirchen im Machland;AT;45;4343;;;;Q1786226;de:Kraftwerk Wallsee-Mitterkirchen;;;;;;;;yes;;;;;Hütting;;;;;;;;;;;;;;;;;;;;;;07.04.2017;188;87;UW Wallsee;;4278;y;y;n;252,5461172
MULTILINESTRING ((457708.307842273 5343999.89302966,457551.902773676 5343948.32136815));294;w422054249;422054249;way;;Wasserkraftwerk Abwinden-Asten;run-of-the-river;168 MW;hydro;plant;;;;;;;;Verbund Austrian Hydro Power AG;Q1786036;de:Kraftwerk Abwinden-Asten;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;102;675;UW WKW Abwinden-Asten;;4192;y;n;n;164,6881348
MULTILINESTRING ((437087.822717287 5351823.42827775,437046.824956239 5351662.73192646));295;w422057609;422057609;way;;Kraftwerk Ottensheim-Wilhering;run-of-the-river;179 MW;hydro;plant;;;;;;;;;Q1786174;de:Kraftwerk Ottensheim-Wilhering;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;106;697;UW Ottensheim;;4196;y;n;n;165,8437027
MULTILINESTRING ((477151.284328425 5164020.04889515,475649.292319331 5168341.53407861));296;w422536533;422536533;way;;Edling;;87 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;Q19933915;sl:Hidroelektrarna Edling;;;;;1962;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;371;UW Obersielach;;4166;y;y;y;4575,064391
MULTILINESTRING ((436439.147342272 5153811.95157668,446175.392086032 5153085.64548849));297;w422536534;422536534;way;industrial;Feistritz-Ludmannsdorf;;88 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;Q12790962;sl:Hidroelektrarna Feistritz-Ludmannsdorf;;;;;1968;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;314;496;UW Ferlach;;9032;y;n;n;9763,297714
MULTILINESTRING ((446225.841489097 5154983.08771497,446250.684863102 5154895.20061044));298;w422536535;422536535;way;;Ferlach-Maria Rain;;75 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;Q15825361;sl:Hidroelektrarna Ferlach-Maria Rain;;;;;1975;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;153;495;KW Ferlach;;4243;y;n;n;91,33091685
MULTILINESTRING ((402509.109517549 5169241.37761525,407390.558758363 5167167.6163352));299;w422536536;422536536;way;;Kellerberg;;25 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;Q12790964;sl:Hidroelektrarna Kellerberg;;;;;1985;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;448;Omya GmbG;;4163;y;n;n;5303,681037
MULTILINESTRING ((501755.57520629 5253044.23128794,501572.792247261 5249287.50243005));300;w422840700;422840700;way;industrial;;photovoltaic;;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;459;186;UW Hessenberg;;9180;y;y;n;3761,172865
MULTILINESTRING ((349047.891019342 5169835.22174873,352384.666916754 5167981.70410227));301;w432740529;432740529;way;industrial;;;;biomass;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308;431;UW Wuermlach;;9026;y;n;n;3817,014678
MULTILINESTRING ((363580.12350175 5318790.07025767,368076.401619428 5316472.92592224));302;w436405895;436405895;way;industrial;;;;;plant;;;;;;;;;;;;;;;;;;industrial;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;113;39;UW Lengau;;4203;y;n;n;5058,228423
MULTILINESTRING ((459380.324418102 5267486.74276011,460075.020054152 5271201.46298529));303;w436806124;436806124;way;;Kraftwerk Kaiserau;;;;plant;;;;;;;;ENVESTA Energie- und Dienstleistungs GmbH;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;191;653;UW Hall;;4281;y;n;n;3779,120053
MULTILINESTRING ((352923.805559327 5300485.15575487,352395.004177325 5299654.05771039));304;w437061709;437061709;way;industrial;Ökoenergiepark Fernheizwerk Bergheim;;;;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;440;52;UW Hagenau;;9160;y;n;n;985,0659172
MULTILINESTRING ((477270.549895581 5352463.59075828,482178.997550764 5339186.45703911));305;w445863638;445863638;way;industrial;Kraftwerk Schartmühle;run-of-the-river;1 MW;hydro;plant;;Rechberg;AT;7;4324;Naarntalstraße;;;;;;;;;;;;yes;;;francis_turbine;1;;;;;;;;;;;;;;;;;;;;;;;;431;786;UW Baumgartenberg;;9151;y;n;n;14155,39255
MULTILINESTRING ((593326.736797362 5294738.75486052,595359.398515104 5295016.53989187));306;w448827134;448827134;way;;;;;;plant;;;;;;;;;;;;;;;;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;293;171;UW Neudoerfl;;9011;y;n;n;2051,555064
MULTILINESTRING ((492307.492620099 5248186.23892826,500134.148995101 5245038.98559141));307;w449961196;449961196;way;;;;yes;hydro;plant;;;;;;;;;;;;;;;;;;service;;;;;;;;;;;;;;;;;;;;;;;;;;;;465;493;UW Sankt Michael;;9186;y;n;n;8435,742622
MULTILINESTRING ((448015.834079311 5284131.1360032,451023.479303716 5270840.02897389));308;w450739860;450739860;way;;;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;481;652;UW Ardning;;9202;y;n;n;13627,15876
MULTILINESTRING ((555014.855399996 5329370.98869029,557293.171210071 5320301.96841294));309;w454284095;454284095;way;industrial;;;;;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;359;153;UW Hainfeld;;9078;y;n;n;9350,820912
MULTILINESTRING ((457897.404342684 5274582.42716884,460075.020054152 5271201.46298529));310;w456843169;456843169;way;;Kraftwerk Mühlau;;;;plant;;Admont;AT;85;8911;;;ENVESTA Energie- und Dienstleistungs GmbH;;;;;;;;;;yes;;;;;Hall;;;;;;;;;;;;;;;;;;;;;;02.10.2016;191;653;UW Hall;;4281;y;n;n;4021,558031
MULTILINESTRING ((587352.264452641 5198664.8772391,585890.244448956 5197881.64219944));311;w457306628;457306628;way;;;;;;plant;;Jennersdorf;;20;8380;Technologiepark;;;;;;;;;;;;house;;;;;;;;;;;;;;;;;;;;;;;;;;;;291;741;UW Jennersdorf;;9009;y;n;n;1658,601706
MULTILINESTRING ((443200.308372191 5334684.41548896,444444.733589785 5337048.01654437));312;w458968040;458968040;way;;;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;427;718;UW Nettingsdorf;;9147;y;n;n;2671,180277
MULTILINESTRING ((555141.808809397 5259555.60207383,549899.581712033 5270767.94837866));313;w467595201;467595201;way;industrial;Wasserkraftwerk Ratten;;yes;hydro;plant;;;;;;;;Wien Energie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;474;257;UW Muerzzuschlag;;9195;y;n;n;12377,30401
MULTILINESTRING ((504482.288370833 5404066.52434873,499158.573287384 5400962.23473349));314;w469649906;469649906;way;industrial;;;;;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;379;150;UW Gmuend;;9099;y;n;n;6162,674444
MULTILINESTRING ((548283.908078697 5175046.27600313,543889.542729749 5176042.89826));315;w475224426;475224426;way;industrial;Fernwärmeheizwerk Straß;;;;plant;;Straß in Steiermark;AT;1a;8472;Murecker Straße;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02.04.2018;31;362;UW Retznei;;4121;y;n;n;4505,963021
MULTILINESTRING ((433921.969143969 5250851.10885788,432756.569712602 5260091.78554152));316;w486621221;486621221;way;;;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;462;728;UW Irdning;;9183;y;n;n;9313,874672
MULTILINESTRING ((418874.06532392 5244004.02902078,420721.481045763 5253932.11852815));317;w488451817;488451817;way;;;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;492;731;KW Soelk;;9213;y;n;n;10098,51009
MULTILINESTRING ((611690.296976817 5319700.88555472,609054.229403247 5320392.23314742));318;w489333894;489333894;way;;Kleinkraftwerk Heilinger;;;;plant;;Reisenberg;;2;2440;Reisenberger Straße;;Heilinger GmbH;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;336;180;UW Moosbrunn;;9054;y;n;n;2725,21811
MULTILINESTRING ((516615.795365946 5330878.93520332,513462.490542388 5336915.97527387));319;w492173163;492173163;way;industrial;;;;;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;91;UW Erlauf;;4213;y;n;n;6810,960587
MULTILINESTRING ((410173.778199832 5316469.51990177,410488.724671435 5316686.98154479));320;w496013235;496013235;way;industrial;Kraftwerk Gschröff;run-of-the-river;390 kW;hydro;plant;;Ohlsdorf;AT;9;4694;;;Energie AG;;;;;run-of-the-river;;1888;;;yes;;;;;Ehrenfeld;;;;;;;;;;;;;;;;;;;;;;02.10.2016;227;30;UW Steyrermuehl;;4002;y;n;n;382,7281622
MULTILINESTRING ((410465.06228354 5174212.68539546,407390.558758363 5167167.6163352));321;w498404493;498404493;way;;Kraftwerk Arriach;;yes;hydro;plant;;Treffen am Ossiacher See;AT;74;9541;Millstätterstraße;;KELAG;;;;;;;1922;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;02.10.2016;73;448;Omya GmbG;;4163;y;n;n;7686,713862
MULTILINESTRING ((445102.445394827 5156452.20868229,446250.684863102 5154895.20061044));322;w502403374;502403374;way;;;;;;plant;;Maria Rain;AT;11;9161;Akeleiweg;;Regionalwärme Gruppe;;;;;;;;;;yes;;;;;;;600 kW;;;;;;;;;;;;;;;;;;;;;153;495;KW Ferlach;;4243;y;n;n;1934,613143
MULTILINESTRING ((451576.395961647 5163098.82495495,451861.783925369 5165495.04437735));323;w504605673;504605673;way;;Biomasse-Heizkraftwerk Klagenfurt Ost;;;biomass;plant;;;;1;;Energiestraße;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;505;Blasendorf;;4165;y;n;n;2413,154328
MULTILINESTRING ((115925.749967889 5267768.98806285,112187.895154326 5270471.10060416));324;w505153447;505153447;way;industrial;Biomasse Heizkraftwerk Lingenau;;;biomass;plant;;Lingenau;AT;426;6951;Zeihenbühl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.04.2017;523;593;UW Vorderwald;;9246;y;n;n;4612,263088
MULTILINESTRING ((490580.643452956 5266333.00764281,492941.351469147 5265502.6643891));325;w505660586;505660586;way;industrial;;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;264;659;UW Trofeng;;4038;y;n;n;2502,48122
MULTILINESTRING ((415611.820642905 5184100.58227129,406296.707899222 5184847.15926565));326;w506833678;506833678;way;;;;;hydro;plant;;;;;;;;;;;;;;;;;;yes;;;;1;;;;;;;;;;;;;;;;;;;;;;;;323;451;UW Kleinkirchheim;;9041;y;n;n;9344,982752
MULTILINESTRING ((397799.837726578 5171018.65428662,392500.649589328 5177218.30355647));327;w512983888;512983888;way;;Kraftwerk Mögere;;yes;hydro;plant;;;;;;;;Evonik Degussa Peroxid GmbH;;;;;;;;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;418;KW Kamering;;4162;y;n;n;8155,798304
MULTILINESTRING ((433615.921478813 5264735.86037878,432756.569712602 5260091.78554152));328;w513090461;513090461;way;;;;;;plant;;Stainach-Pürgg;AT;513;8950;Ennsstraße;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;01.04.2019;462;728;UW Irdning;;9183;y;n;n;4722,913989
MULTILINESTRING ((400484.734587631 5172233.48119215,407390.558758363 5167167.6163352));329;w513293937;513293937;way;;;;yes;hydro;plant;;Tscheuritsch;AT;30;9721;Ferndorfer Straße;;Evonik Degussa Peroxid GmbH;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;07.04.2017;73;448;Omya GmbG;;4163;y;n;n;8564,659609
MULTILINESTRING ((426511.644015871 5244327.24104186,420721.481045763 5253932.11852815));330;w514753073;514753073;way;;Bauhof St. Nikolai;;;;plant;;Sölk;AT;140a;8961;;;;;;;;combustion;biomass;;;;yes;;;;;Mößna;;;;;;;;;;;;;;;;;;;;;;01.10.2020;492;731;KW Soelk;;9213;y;n;n;11215,15309
MULTILINESTRING ((424064.095964646 5247996.45486455,420721.481045763 5253932.11852815));331;w516317578;516317578;way;;;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;492;731;KW Soelk;;9213;y;n;n;6812,134586
MULTILINESTRING ((420751.664073814 5253904.79030905,420721.481045763 5253932.11852815));332;w516583220;516583220;way;industrial;Kraftwerk Sölk;water-storage;61 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;Q30974115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;492;731;KW Soelk;;9213;y;n;n;40,71666417
